"Time","get","get_range","head","list","put"
1777624920000,0,0,0,0.016666574074588474,0
1777624980000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777625040000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777625100000,0.005555555555555555,0.005555555555555555,0,0.06666666666666665,0.01111111111111111
1777625160000,83.33333333333333,83.33333333333333,0,0.0611111111111111,0.01111111111111111
1777625220000,89.67222222222222,89.67222222222222,0.016666666666666663,0.07777777777777777,0.01111111111111111
1777625280000,89.67222222222222,89.67222222222222,0.016666666666666663,0.07777777777777777,0.01111111111111111
1777625340000,6.338888888888889,6.338888888888889,0.016666666666666663,0.033333333333333326,0
1777625400000,0,0,0,0.016666666666666663,0
1777625460000,0,0,0,0.016666574074588474,0
1777625520000,0,0,0,0.016666574074588474,0
1777625580000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777625640000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777625700000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777625760000,0,0,0,0.06666666666666665,0.01111111111111111
1777625820000,0,0,0,0.016666666666666663,0
1777625880000,0,0,0,0.016666666666666663,0
1777625940000,0,0,0,0.016666388893518444,0
1777626000000,0,0,0,0.06666555557407378,0.011110925929012295
1777626060000,0,0,0,0.06666555557407378,0.011110925929012295
1777626120000,0,0,0,0.06666666666666665,0.01111111111111111
1777626180000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777626240000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777626300000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777626360000,0,0,0,0.016666574074588474,0
1777626420000,0,0,0,0.016666574074588474,0
1777626480000,0,0,0,0.016666574074588474,0
1777626540000,0,0,0,0.016666666666666663,0
1777626600000,0,0,0,0.016666666666666663,0
1777626660000,0,0,0,0.016666666666666663,0
1777626720000,0,0,0,0.06666666666666665,0.01111111111111111
1777626780000,0,0,0,0.06666666666666665,0.01111111111111111
1777626840000,0,0,0,0.11666666666666665,0.02222222222222222
1777626900000,0.005555555555555555,0,0,0.07777777777777777,0.01111111111111111
1777626960000,0.01111111111111111,0.005555555555555555,0,0.12777777777777777,0.02222222222222222
1777627020000,0.01111111111111111,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777627080000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777627140000,0,0,0,0.016666574074588474,0
1777627200000,0,0,0,0.016666574074588474,0
1777627260000,0,0,0,0.016666666666666663,0
1777627320000,0,0,0,0.016666666666666663,0
1777627380000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777627440000,0.01111111111111111,0.01111111111111111,0,0.07777777777777777,0.01111111111111111
1777627500000,0.011111049383058983,0.011111049383058983,0,0.07777734568141288,0.011111049383058983
1777627560000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777627620000,0,0,0,0.016666574074588474,0
1777627680000,0,0,0,0.016666574074588474,0
1777627740000,0,0,0,0.016666574074588474,0
1777627800000,0,0,0,0.016666574074588474,0
1777627860000,0,0,0,0.016666666666666663,0
1777627920000,0,0,0,0.016666666666666663,0
1777627980000,0,0,0,0.016666666666666663,0
1777628040000,0,0,0,0.016666666666666663,0
1777628100000,0.0055554938278463565,0.0055554938278463565,0,0.02777746913923178,0
1777628160000,0.0055554938278463565,0.0055554938278463565,0,0.02777746913923178,0
1777628220000,0.0055554938278463565,0.0055554938278463565,0,0.02777746913923178,0
1777628280000,0,0,0,0.016666574074588474,0
1777628340000,0,0,0,0.016666574074588474,0
1777628400000,0,0,0,0.0666662962983539,0.011111049383058983
1777628460000,0,0,0,0.06666666666666665,0.01111111111111111
1777628520000,0,0,0,0.11666666666666665,0.02222222222222222
1777628580000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777628640000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777628700000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777628760000,0,0,0,0.016666666666666663,0
1777628820000,0,0,0,0.016666666666666663,0
1777628880000,0,0,0,0.016666666666666663,0
1777628940000,0,0,0,0.016666666666666663,0
1777629000000,0,0,0,0.016666574074588474,0
1777629060000,0,0,0,0.016666574074588474,0
1777629120000,0,0,0,0.0666662962983539,0.011111049383058983
1777629180000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777629240000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777629300000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777629360000,0,0,0,0.016666574074588474,0
1777629420000,0,0,0,0.016666574074588474,0
1777629480000,0,0,0,0.016666574074588474,0
1777629540000,0,0,0,0.016666574074588474,0
1777629600000,0,0,0,0.016666388893518444,0
1777629660000,0,0,0,0.01666648148353907,0
1777629720000,0,0,0,0.01666648148353907,0
1777629780000,0,0,0,0.027777777777777776,0
1777629840000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777629900000,0.005555524691529492,0.011111049383058983,0,0.03888867284070644,0
1777629960000,0.005555462964506148,0.011110925929012297,0,0.027777314822530742,0
1777630020000,0,0.005555462964506147,0,0.016666388893518444,0
1777630080000,0,0,0,0.016666388893518444,0
1777630140000,0,0,0,0.016666574074588474,0
1777630200000,0,0,0,0.016666574074588474,0
1777630260000,0,0,0,0.016666574074588474,0
1777630320000,0,0,0,0.016666574074588474,0
1777630380000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777630440000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777630500000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777630560000,0,0,0,0.016666666666666663,0
1777630620000,0,0,0,0.016666666666666663,0
1777630680000,0,0,0,0.016666666666666663,0
1777630740000,0,0,0,0.016666574074588474,0
1777630800000,0,0,0,0.016666574074588474,0
1777630860000,0,0,0,0.016666574074588474,0
1777630920000,0,0,0,0.016666666666666663,0
1777630980000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777631040000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777631100000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777631160000,0,0,0,0.06666666666666665,0.01111111111111111
1777631220000,0,0,0,0.016666666666666663,0
1777631280000,0,0,0,0.016666666666666663,0
1777631340000,0,0,0,0.016666666666666663,0
1777631400000,0,0,0,0.016666574074588474,0
1777631460000,0,0,0,0.016666574074588474,0
1777631520000,0,0,0,0.0666662962983539,0.011111049383058983
1777631580000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777631640000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777631700000,0.005555524691529492,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777631760000,0,0,0,0.0666662962983539,0.011111049383058983
1777631820000,0,0,0,0.0666662962983539,0.011111049383058983
1777631880000,0,0,0,0.016666666666666663,0
1777631940000,0,0,0,0.016666574074588474,0
1777632000000,0,0,0,0.016666574074588474,0
1777632060000,0,0,0,0.016666388893518444,0
1777632120000,0,0,0,0.01666648148353907,0
1777632180000,0.005555462964506148,0.005555462964506148,0,0.027777314822530742,0
1777632240000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777632300000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777632360000,0,0,0,0.016666666666666663,0
1777632420000,0,0,0,0.06666666666666665,0.01111111111111111
1777632480000,0,0,0,0.06666666666666665,0.01111111111111111
1777632540000,0,0,0,0.06666666666666665,0.01111111111111111
1777632600000,0,0,0,0.016666666666666663,0
1777632660000,0,0,0,0.016666666666666663,0
1777632720000,0,0,0,0.016666666666666663,0
1777632780000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777632840000,0.005555524691529492,0.011111049383058983,0,0.02777762345764746,0
1777632900000,0.005555524691529492,0.011111049383058983,0,0.02777762345764746,0
1777632960000,0,0.005555524691529492,0,0.016666574074588474,0
1777633020000,0,0,0,0.016666666666666663,0
1777633080000,0.005555555555555555,0,0,0.06666666666666665,0.01111111111111111
1777633140000,0.005555555555555555,0,0,0.06666666666666665,0.01111111111111111
1777633200000,0.005555555555555555,0,0,0.06666666666666665,0.01111111111111111
1777633260000,0,0,0,0.016666666666666663,0
1777633320000,0,0,0,0.016666666666666663,0
1777633380000,0,0,0,0.027777777777777776,0
1777633440000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777633500000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777633560000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777633620000,0,0,0,0.016666666666666663,0
1777633680000,0,0,0,0.016666666666666663,0
1777633740000,0,0,0,0.016666666666666663,0
1777633800000,0,0,0,0.016666666666666663,0
1777633860000,0,0,0,0.01666648148353907,0
1777633920000,0,0,0,0.01666648148353907,0
1777633980000,0.0055554938278463565,0.0055554938278463565,0,0.06666592593415628,0.011110987655692713
1777634040000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777634100000,0.005555524691529492,0.005555524691529492,0,0.11666601852211933,0.022222098766117967
1777634160000,0,0,0,0.0666662962983539,0.011111049383058983
1777634220000,0,0,0,0.11666666666666665,0.02222222222222222
1777634280000,0,0,0,0.06666666666666665,0.01111111111111111
1777634340000,0,0,0,0.06666666666666665,0.01111111111111111
1777634400000,0,0,0,0.016666574074588474,0
1777634460000,0,0,0,0.016666574074588474,0
1777634520000,0,0,0,0.016666574074588474,0
1777634580000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777634640000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777634700000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777634760000,0,0,0,0.016666574074588474,0
1777634820000,0,0,0,0.016666574074588474,0
1777634880000,0,0,0,0.016666666666666663,0
1777634940000,0,0,0,0.016666666666666663,0
1777635000000,0,0,0,0.016666666666666663,0
1777635060000,0,0,0,0.016666574074588474,0
1777635120000,0,0,0,0.016666574074588474,0
1777635180000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777635240000,0.005555555555555555,0.01111111111111111,0,0.027777777777777776,0
1777635300000,0.005555555555555555,0.01111111111111111,0,0.027777777777777776,0
1777635360000,0,0.005555555555555555,0,0.016666666666666663,0
1777635420000,0,0,0,0.016666666666666663,0
1777635480000,0,0,0,0.016666666666666663,0
1777635540000,0,0,0,0.016666666666666663,0
1777635600000,0,0,0,0.01666648148353907,0
1777635660000,0,0,0,0.016666388893518444,0
1777635720000,0.005555462964506147,0,0,0.06666555557407378,0.011110925929012295
1777635780000,0.011110987655692713,0.0055554938278463565,0,0.07777691358984899,0.011110987655692713
1777635840000,0.011111049383058983,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777635900000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777635960000,0,0,0,0.016666666666666663,0
1777636020000,0,0,0,0.016666481483539074,0
1777636080000,0,0,0,0.016666481483539074,0
1777636140000,0,0,0,0.016666388893518444,0
1777636200000,0,0,0,0.016666574074588474,0
1777636260000,0,0,0,0.016666574074588474,0
1777636320000,0,0,0,0.016666666666666663,0
1777636380000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777636440000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777636500000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777636560000,0,0,0,0.016666574074588474,0
1777636620000,0,0,0,0.016666666666666663,0
1777636680000,0,0,0,0.016666666666666663,0
1777636740000,0,0,0,0.016666666666666663,0
1777636800000,0,0,0,0.016666666666666663,0
1777636860000,0,0,0,0.06666666666666665,0.01111111111111111
1777636920000,0,0,0,0.06666666666666665,0.01111111111111111
1777636980000,0,0,0,0.07777777777777777,0.01111111111111111
1777637040000,0,0.005555524691529492,0,0.02777762345764746,0
1777637100000,0,0.005555524691529492,0,0.02777762345764746,0
1777637160000,0,0.005555524691529492,0,0.016666574074588474,0
1777637220000,0,0,0,0.016666666666666663,0
1777637280000,0,0,0,0.016666666666666663,0
1777637340000,0,0,0,0.016666666666666663,0
1777637400000,0,0,0,0.016666666666666663,0
1777637460000,0,0,0,0.016666666666666663,0
1777637520000,0,0,0,0.016666666666666663,0
1777637580000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777637640000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777637700000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777637760000,0,0,0,0.016666574074588474,0
1777637820000,0,0,0,0.06666666666666665,0.01111111111111111
1777637880000,0,0,0,0.06666666666666665,0.01111111111111111
1777637940000,0,0,0,0.06666666666666665,0.01111111111111111
1777638000000,0,0,0,0.016666666666666663,0
1777638060000,0,0,0,0.016666666666666663,0
1777638120000,0,0,0,0.06666666666666665,0.01111111111111111
1777638180000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777638240000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777638300000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777638360000,0,0,0,0.016666574074588474,0
1777638420000,0,0,0,0.016666574074588474,0
1777638480000,0,0,0,0.016666666666666663,0
1777638540000,0,0,0,0.016666666666666663,0
1777638600000,0,0,0,0.06666666666666665,0.01111111111111111
1777638660000,0,0,0,0.12777777777777777,0.027777777777777776
1777638720000,0,0,0,0.17777679012894373,0.03888867284070644
1777638780000,0.005555524691529492,0.005555524691529492,0,0.1388881172882373,0.02777762345764746
1777638840000,0.005555524691529492,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777638900000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777638960000,0,0,0,0.033333333333333326,0
1777639020000,0,0,0,0.02777762345764746,0
1777639080000,0,0,0,0.11666601852211933,0.022222098766117967
1777639140000,0,0,0,0.09999944444753085,0.022222098766117967
1777639200000,0,0,0,0.10555555555555554,0.02222222222222222
1777639260000,0,0,0,0.016666666666666663,0
1777639320000,0,0,0,0.016666666666666663,0
1777639380000,0,0,0,0.027777777777777776,0
1777639440000,0.005555524691529492,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777639500000,0.005555524691529492,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777639560000,0.005555462964506148,0.005555462964506148,0,0.06666555557407378,0.011110925929012297
1777639620000,0,0,0,0.01666648148353907,0
1777639680000,0,0,0,0.01666648148353907,0
1777639740000,0,0,0,0.016666666666666663,0
1777639800000,0,0,0,0.016666574074588474,0
1777639860000,0,0,0,0.016666574074588474,0
1777639920000,0,0,0,0.016666574074588474,0
1777639980000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777640040000,0.005555555555555555,0.01111111111111111,0,0.027777777777777776,0
1777640100000,0.005555555555555555,0.01111111111111111,0,0.027777777777777776,0
1777640160000,0,0.005555555555555555,0,0.016666666666666663,0
1777640220000,0,0,0,0.016666666666666663,0
1777640280000,0,0,0,0.016666666666666663,0
1777640340000,0,0,0,0.016666666666666663,0
1777640400000,0,0,0,0.016666666666666663,0
1777640460000,0,0,0,0.016666574074588474,0
1777640520000,0.005555524691529492,0,0,0.0666662962983539,0.011111049383058983
1777640580000,0.016666574074588474,0.005555524691529492,0,0.07777734568141288,0.011111049383058983
1777640640000,0.016666666666666663,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777640700000,0.01111111111111111,0.005555555555555555,0,0.027777777777777776,0
1777640760000,0,0,0,0.016666666666666663,0
1777640820000,0,0,0,0.016666666666666663,0
1777640880000,0,0,0,0.016666666666666663,0
1777640940000,0,0,0,0.06666666666666665,0.01111111111111111
1777641000000,0,0,0,0.0666662962983539,0.011111049383058983
1777641060000,0,0,0,0.0666662962983539,0.011111049383058983
1777641120000,0,0,0,0.016666574074588474,0
1777641180000,0.005555555555555555,0.005555555555555555,0,0.06666666666666665,0.01111111111111111
1777641240000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777641300000,0.005555524691529492,0.005555524691529492,0,0.0666662962983539,0.011111049383058983
1777641360000,0,0,0,0.016666574074588474,0
1777641420000,0,0,0,0.016666666666666663,0
1777641480000,0,0,0,0.016666666666666663,0
1777641540000,0,0,0,0.016666574074588474,0
1777641600000,0,0,0,0.016666574074588474,0
1777641660000,0,0,0,0.0666662962983539,0.011111049383058983
1777641720000,0,0,0,0.06666666666666665,0.01111111111111111
1777641780000,0.005555555555555555,0.005555555555555555,0,0.07777777777777777,0.01111111111111111
1777641840000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777641900000,0.005555555555555555,0.005555555555555555,0,0.027777777777777776,0
1777641960000,0,0,0,0.016666666666666663,0
1777642020000,0,0,0,0.016666666666666663,0
1777642080000,0,0,0,0.016666574074588474,0
1777642140000,0,0,0,0.016666574074588474,0
1777642200000,0,0,0,0.016666574074588474,0
1777642260000,0,0,0,0.016666481483539074,0
1777642320000,0,0,0,0.016666481483539074,0
1777642380000,0,0,0,0.027777314822530742,0
1777642440000,0,0.005555524691529492,0,0.02777762345764746,0
1777642500000,0.005555524691529492,0.011111049383058983,0,0.07777734568141288,0.011111049383058983
1777642560000,0.005555555555555555,0.01111111111111111,0,0.06666666666666665,0.01111111111111111
1777642620000,0.005555555555555555,0.005555555555555555,0,0.06666666666666665,0.01111111111111111
1777642680000,0,0,0,0.016666666666666663,0
1777642740000,0,0,0,0.06666666666666665,0.01111111111111111
1777642800000,0,0,0,0.06666666666666665,0.01111111111111111
1777642860000,0,0,0,0.06666666666666665,0.01111111111111111
1777642920000,0,0,0,0.06666666666666665,0.01111111111111111
1777642980000,0.0055554938278463565,0.0055554938278463565,0,0.07777691358984899,0.011110987655692713
1777643040000,0.0055554938278463565,0.0055554938278463565,0,0.07777691358984899,0.011110987655692713
1777643100000,0.0055554938278463565,0.0055554938278463565,0,0.02777746913923178,0
1777643160000,0,0,0,0.016666574074588474,0
1777643220000,0,0,0,0.016666574074588474,0
1777643280000,0,0,0,0.0666662962983539,0.011111049383058983
1777643340000,0,0,0,0.06666666666666665,0.01111111111111111
1777643400000,0,0,0,0.06666666666666665,0.01111111111111111
1777643460000,0,0,0,0.016666666666666663,0
1777643520000,0,0,0,0.016666666666666663,0
1777643580000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643640000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643700000,0.005555493827846357,0.005555493827846357,0,0.027777469139231785,0
1777643760000,0,0,0,0.01666648148353907,0
1777643820000,0,0,0,0.01666648148353907,0
1777643880000,0,0,0,0.01666648148353907,0
1777643940000,0,0,0,0.016666574074588474,0
1777644000000,0,0,0,0.016666574074588474,0
1777644060000,0,0,0,0.03333314814917695,0
1777644120000,0,0,0,0.027777777777777776,0
1777644180000,90.48888888888888,90.47222222222221,0.005555555555555555,0.03888888888888888,0.005555555555555555
1777644240000,90.48888888888888,90.47222222222221,0.005555555555555555,0.1111111111111111,0.02222222222222222
1777644300000,90.48888888888888,90.47222222222221,0.005555555555555555,0.11666666666666665,0.02222222222222222
1777644360000,0,0,0,0.10555555555555554,0.016666666666666663
1777644420000,0,0,0,0.016666666666666663,0
1777644480000,0,0,0,0.016666574074588474,0
1777644540000,0,0,0,0.016666388893518444,0
1777644600000,0,0,0,0.016666388893518444,0
1777644660000,0,0,0,0.016666481483539074,0
1777644720000,0,0,0,0.016666574074588474,0
1777644780000,0,0,0,0.016666574074588474,0
1777644840000,0,0,0,0.016666574074588474,0
1777644900000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777644960000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645020000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645080000,0,0,0,0.016666666666666663,0
1777645140000,0,0,0,0.016666666666666663,0
1777645200000,0,0,0,0.016666666666666663,0
1777645260000,0,0,0,0.016666666666666663,0
1777645320000,0,0,0,0.06666666666666665,0.01111111111111111
1777645380000,0,0,0,0.06666666666666665,0.01111111111111111
1777645440000,0,0,0,0.0666662962983539,0.011111049383058983
1777645500000,0,0,0,0.02777762345764746,0
1777645560000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777645620000,0.005555524691529492,0.005555524691529492,0,0.03888867284070644,0
1777645680000,0.005555524691529492,0.005555524691529492,0,0.02777762345764746,0
1777645740000,0,0,0,0.016666574074588474,0
1777645800000,0,0,0,0.016666574074588474,0
1777645860000,0,0,0,0.010459860751160408,0
1777645920000,0,0,0,0.03313527705788236,0
1777645980000,0,undefined,undefined,0.026228055555555553,undefined
1777646040000,0,undefined,undefined,0.02777762345764746,undefined
1777646100000,0.005555524691529492,undefined,undefined,0.044444197532235934,undefined
1777646160000,0.005555524691529492,0,undefined,0.07222182098988339,0.008947291666666668
1777646220000,0.005555555555555555,0,undefined,0.07222222222222222,0.0065569791666666676
1777646280000,0,0,undefined,0.07222222222222222,0.01111111111111111
1777646340000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777646400000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777646460000,0,0,undefined,0.016666666666666663,0
1777646520000,0.01111111111111111,0.016666666666666663,undefined,0.04444444444444444,0.005555555555555555
1777646580000,0.011111049383058983,0.016666574074588474,undefined,0.07222182098988339,0.011111049383058983
1777646640000,0.011110987655692713,0.01666648148353907,undefined,0.07222141976200264,0.011110987655692713
1777646700000,0,0,undefined,0.04444395062277085,0.0055554938278463565
1777646760000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646820000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646880000,0,0,undefined,0.044444197532235934,0.005555524691529492
1777646940000,0,0,undefined,0.016666574074588474,0
1777647000000,0,0,undefined,0.016666666666666663,0
1777647060000,0,0,undefined,0.016666666666666663,0
1777647120000,0,0,undefined,0.027777777777777776,0
1777647180000,0.005555524691529492,0.005555524691529492,undefined,0.03888867284070644,0
1777647240000,0.005555524691529492,0.005555524691529492,undefined,0.03888867284070644,0
1777647300000,0.005555524691529492,0.005555524691529492,undefined,0.05555524691529492,0.005555524691529492
1777647360000,0,0,undefined,0.04444444444444444,0.005555555555555555
1777647420000,0,0,undefined,0.07222222222222222,0.01111111111111111
1777647480000,0,0,undefined,0.04444444444444444,0.005555555555555555
